Course Code,Course Name,Tuition Fee,Application Fee,Intake,Degree,Minimum Level of Education Required,Min GPA,Min TOEFL (Reading),Min TOEFL (Writing),Min TOEFL (Listening),Min TOEFL (Speaking),Min IELTS (Reading),Min IELTS (Writing),Min IELTS (Listening),Min IELTS (Speaking),School ID,DLI#,Min TOEFL iBT,Min IELTS Overall
,4-Semester Pathway + Bachelor of Arts - Psychology,"39,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,45,4.5
,2-Semester Pathway + Bachelor of Arts - Anthropology,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,60,5.5
,3-Semester Pathway + Bachelor of Arts - Anthropology,"32,050.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,50,5
,4-Semester Pathway + Bachelor of Arts - Anthropology,"39,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,45,4.5
,1-Semester Pathway + Bachelor of Science - Anthropology,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,68,6
,2-Semester Pathway + Bachelor of Science - Anthropology,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,60,5.5
,3-Semester Pathway + Bachelor of Science - Anthropology,"32,050.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,50,5
,4-Semester Pathway + Bachelor of Science - Anthropology,"39,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,45,4.5
,2-Semester Pathway + Bachelor of Arts - Justice Studies,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,60,5.5
,3-Semester Pathway + Bachelor of Arts - Justice Studies,"32,050.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,50,5
,4-Semester Pathway + Bachelor of Arts - Justice Studies,"39,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,45,4.5
,1-Semester Pathway + Bachelor of Science - Justice Studies,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,68,6
,2-Semester Pathway + Bachelor of Science - Justice Studies,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,60,5.5
,3-Semester Pathway + Bachelor of Science - Justice Studies,"32,050.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,50,5
,4-Semester Pathway + Bachelor of Science - Justice Studies,"39,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,45,4.5
,2-Semester Pathway + Bachelor of Arts - Sociology,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,60,5.5
,3-Semester Pathway + Bachelor of Arts - Sociology,"32,050.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,50,5
,4-Semester Pathway + Bachelor of Arts - Sociology,"39,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,45,4.5
,1-Semester Pathway + Bachelor of Science - Sociology,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,68,6
,2-Semester Pathway + Bachelor of Science - Sociology,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,60,5.5
,3-Semester Pathway + Bachelor of Science - Sociology,"32,050.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,50,5
,4-Semester Pathway + Bachelor of Science - Sociology,"39,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,45,4.5
,2-Semester Pathway + Bachelor of Arts - English,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,60,5.5
,3-Semester Pathway + Bachelor of Arts - English,"32,050.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,50,5
,4-Semester Pathway + Bachelor of Arts - English,"39,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,45,4.5
,2-Semester Pathway + Bachelor of Arts - Modern and Foreign Languages,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,60,5.5
,3-Semester Pathway + Bachelor of Arts - Modern and Foreign Languages,"32,050.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,50,5
,4-Semester Pathway + Bachelor of Arts - Modern and Foreign Languages,"39,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,45,4.5
,2-Semester Pathway + Bachelor of Arts - History,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,60,5.5
,3-Semester Pathway + Bachelor of Arts - History,"32,050.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,50,5
,4-Semester Pathway + Bachelor of Arts - History,"39,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,45,4.5
,2-Semester Pathway + Bachelor of Arts - Political Science,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,60,5.5
,3-Semester Pathway + Bachelor of Arts - Political Science,"32,050.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,50,5
,4-Semester Pathway + Bachelor of Arts - Political Science,"39,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,45,4.5
,2-Semester Pathway + Bachelor of Science - Public Policy and Administration,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,60,5.5
,3-Semester Pathway + Bachelor of Science - Public Policy and Administration,"32,050.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,50,5
,4-Semester Pathway + Bachelor of Science - Public Policy and Administration,"39,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,45,4.5
,"2-Semester Pathways + Bachelor of Arts - Writing, Rhetoric and Technical Communication","22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,60,5.5
,"3-Semester Pathways + Bachelor of Arts - Writing, Rhetoric and Technical Communication","32,050.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,50,5
,"4-Semester Pathways + Bachelor of Arts - Writing, Rhetoric and Technical Communication","39,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,45,4.5
,"1-Semester Pathway + Bachelor of Science - Writing, Rhetoric and Technical Communication","22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,68,6
,"2-Semester Pathway + Bachelor of Science - Writing, Rhetoric and Technical Communication","22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,60,5.5
,"3-Semester Pathway + Bachelor of Science - Writing, Rhetoric and Technical Communication","32,050.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,50,5
,"4-Semester Pathway + Bachelor of Science - Writing, Rhetoric and Technical Communication","39,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,45,4.5
,2-Semester Pathway + Bachelor of Fine Arts - Studio Art,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,60,5.5
,3-Semester Pathway + Bachelor of Fine Arts - Studio Art,"32,050.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,50,5
,4-Semester Pathway + Bachelor of Fine Arts - Studio Art,"39,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,45,4.5
,1-Semester Pathway + Bachelor Arts - Studio Art,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,68,6
,2-Semester Pathway + Bachelor Arts - Studio Art,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,60,5.5
,3-Semester Pathway + Bachelor Arts - Studio Art,"32,050.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,50,5
,4-Semester Pathway + Bachelor Arts - Studio Art,"39,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,45,4.5
,1-Semester Pathway + Bachelor of Science - Studio Art,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,68,6
,2-Semester Pathway + Bachelor of Science - Studio Art,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,60,5.5
,3-Semester Pathway + Bachelor of Science - Studio Art,"32,050.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,50,5
,4-Semester Pathway + Bachelor of Science - Studio Art,"39,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,45,4.5
,2-Semester Pathway + Bachelor of Arts - Theatre and Dance,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,60,5.5
,3-Semester Pathway + Bachelor of Arts - Theatre and Dance,"32,050.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,50,5
,4-Semester Pathway + Bachelor of Arts - Theatre and Dance,"39,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,45,4.5
,2-Semester Pathway + Bachelor of Music,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,60,5.5
,3-Semester Pathway + Bachelor of Music,"32,050.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,50,5
,4-Semester Pathway + Bachelor of Music,"39,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,45,4.5
,2-Semester Pathway + Bachelor of Science - Engineering,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,60,5.5
,3-Semester Pathway + Bachelor of Science - Engineering,"32,050.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,50,5
,4-Semester Pathway + Bachelor of Science - Engineering,"39,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,45,4.5
,2-Semester Pathway + Bachelor of Science - Biology,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,60,5.5
,3-Semester Pathway + Bachelor of Science - Biology,"32,050.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,50,5
,4-Semester Pathway + Bachelor of Science - Biology,"39,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,45,4.5
,1-Semester Pathway + Bachelor of Arts - Biology,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,68,6
,2-Semester Pathway + Bachelor of Arts - Biology,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,60,5.5
,3-Semester Pathway + Bachelor of Arts - Biology,"32,050.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,50,5
,4-Semester Pathway + Bachelor of Arts - Biology,"39,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,45,4.5
,2-Semester Pathway + Bachelor of Science - Biophysical Chemistry,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,60,5.5
,3-Semester Pathway + Bachelor of Science - Biophysical Chemistry,"32,050.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,50,5
,4-Semester Pathway + Bachelor of Science - Biophysical Chemistry,"39,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,45,4.5
,2-Semester Pathway + Bachelor of Science - Biotechnology,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,60,5.5
,3-Semester Pathway + Bachelor of Science - Biotechnology,"32,050.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,50,5
,4-Semester Pathway + Bachelor of Science - Biotechnology,"39,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,45,4.5
,2-Semester Pathway + Bachelor of Science - Chemistry,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,60,5.5
,3-Semester Pathway + Bachelor of Science - Chemistry,"32,050.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,50,5
,4-Semester Pathway + Bachelor of Science - Chemistry,"39,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,45,4.5
,2-Semester Pathway + Bachelor of Science - Computer Science,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,60,5.5
,3-Semester Pathway + Bachelor of Science - Computer Science,"32,050.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,50,5
,4-Semester Pathway + Bachelor of Science - Computer Science,"39,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,45,4.5
,2-Semester Pathway + Bachelor of Science - Geology,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,60,5.5
,3-Semester Pathway + Bachelor of Science - Geology,"32,050.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,50,5
,4-Semester Pathway + Bachelor of Science - Geology,"39,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,45,4.5
,2-Semester Pathway + Bachelor of Science - Integrated Science and Technology,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,60,5.5
,3-Semester Pathway + Bachelor of Science - Integrated Science and Technology,"32,050.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,50,5
,4-Semester Pathway + Bachelor of Science - Integrated Science and Technology,"39,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,45,4.5
,2-Semester Pathway + Bachelor of Science - Statistics,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,60,5.5
,3-Semester Pathway + Bachelor of Science - Statistics,"32,050.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,50,5
,4-Semester Pathway + Bachelor of Science - Statistics,"39,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,45,4.5
,2-Semester Pathway + Bachelor of Science - Mathematics,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,60,5.5
,3-Semester Pathway + Bachelor of Science - Mathematics,"32,050.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,50,5
,4-Semester Pathway + Bachelor of Science - Mathematics,"39,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,45,4.5
,1-Semester Pathway + Bachelor of Arts - Mathematics,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,68,6
,2-Semester Pathway + Bachelor of Arts - Mathematics,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,60,5.5
,3-Semester Pathway + Bachelor of Arts - Mathematics,"32,050.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,50,5
,4-Semester Pathway + Bachelor of Arts - Mathematics,"39,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,45,4.5
,2-Semester Pathway + Bachelor of Science - Physics,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,60,5.5
