Course Code,Course Name,Tuition Fee,Application Fee,Intake,Degree,Minimum Level of Education Required,Min GPA,Min TOEFL (Reading),Min TOEFL (Writing),Min TOEFL (Listening),Min TOEFL (Speaking),Min IELTS (Reading),Min IELTS (Writing),Min IELTS (Listening),Min IELTS (Speaking),School ID,DLI#,Min TOEFL iBT,Min IELTS Overall,Min PTE (Reading),Min PTE (Writing),Min PTE (Listening),Min PTE (Speaking),Min PTE Overall,Level,Stream,Sub Stream,Duration,City,Language,Consentration,Course URL,Campus,Application Deadline,Scholarship Available,Scholarship Detail,Backlog Range,Remarks,ESL/ELP Detail,ApplicationMode,DetScore,GRE,GMAT,Campus2,Campus3,Campus4,SAT
ISOM4775,"M.Sc. International Management (Dortmund, Cologne, Stuttgart, Berlin)",12560,,Sep,Postgraduate,Bachelor's Degree with minimum 60%,,,,,,5.5,5.5,5.5,5.5,,,80,6,,,,,,Postgraduate,"Physical Sciences, Sciences",Science,24 Months,,English,,https://en.ism.de/full-degree-students/master-programs/master-international-management,Dortmund,Sep: 15 Jun,,,0-10,Students need to attend ISM's admission test . The fees of € 45 for the admission test have been waived. As of now students can attend the admission test for free. The admission test includes a written test and interview. The written test can be written in India online via DAAD. The interview will be carried out online via skype.,,,,,,Cologne,Stuttgart,Berlin,
ISOM4775,"BSc in Information Systems (Munich, Hamburg)",11160,,"Mar, Sep",Undergraduate,12th Std. with minimum 60%. Students need to attend ISM's admission test.,,,,,,5.5,5.5,5.5,5.5,,,80,6,,,,,,Undergraduate,"Physical Sciences, Sciences",Science,36 Months,,English,,https://en.ism.de/full-degree-students/bachelor-programs/bachelor-information-systems,Munich,"Mar: 15 Dec, Sep: 15 Jun",,,,Students have also the possibility to do an additional semester abroad in the 7th semester optionally. Students need to attend ISM's admission test . The fees of € 45 for the admission test have been waived. As of now students can attend the admission test for free. The admission test includes a written test and interview. The written test can be written in India online via DAAD. The interview will be carried out online via skype.,,,,,,Hamburg,,,
ISOM4775,"Master of Science Business Intelligence & Data Science (Munich, Hamburg)",12960,,Sep,Postgraduate,Bachelor's Degree with minimum 60%,,,,,,5.5,5.5,5.5,5.5,,,80,6,,,,,,Postgraduate,"Physical Sciences, Sciences",Science,24 Months,,English,,https://en.ism.de/full-degree-students/master-programs/master-business-intelligence,Munich,Sep: 15 Jun,,,0-10,Students need to attend ISM's admission test . The fees of € 45 for the admission test have been waived. As of now students can attend the admission test for free. The admission test includes a written test and interview. The written test can be written in India online via DAAD. The interview will be carried out online via skype.,,,,,,Hamburg,,,
ISOM4775,"BSc in International Management (Frankfurt (Main), Munich, Hamburg)",11160,,"Mar, Sep",Undergraduate,12th Std. with minimum 60%. Students need to attend ISM's admission test.,,,,,,5.5,5.5,5.5,5.5,,,80,6,,,,,,Undergraduate,"Physical Sciences, Sciences",Science,36 Months,,English,,https://en.ism.de/full-degree-students/bachelor-programs/bachelor-international-management,Frankfurt (Main),"Mar: 15 Dec, Sep: 15 Jun",,,,Students have also the possibility to do an additional semester abroad in the 7th semester optionally. Students need to attend ISM's admission test . The fees of € 45 for the admission test have been waived. As of now students can attend the admission test for free.. The admission test includes a written test and interview. The written test can be written in India online via DAAD. The interview will be carried out online via skype.,,,,,,Munich,Hamburg,,
ISOM4775,"M.Sc. International Management (Frankfurt (Main), Munich, Hamburg)",12960,,Sep,Postgraduate,Bachelor's Degree with minimum 60%,,,,,,5.5,5.5,5.5,5.5,,,80,6,,,,,,Postgraduate,"Physical Sciences, Sciences",Science,24 Months,,English,,https://en.ism.de/full-degree-students/master-programs/master-international-management,Frankfurt (Main),Sep: 15 Jun,,,0-10,Students need to attend ISM's admission test . The fees of € 45 for the admission test have been waived. As of now students can attend the admission test for free. The admission test includes a written test and interview. The written test can be written in India online via DAAD. The interview will be carried out online via skype.,,,,,,Munich,Hamburg,,
ISOM4775,"Master of Science Finance (Frankfurt (Main), Munich)",12960,,Sep,Postgraduate,Bachelor's Degree with minimum 60%,,,,,,5.5,5.5,5.5,5.5,,,80,6,,,,,,Postgraduate,"Physical Sciences, Sciences",Science,24 Months,,English,,https://en.ism.de/full-degree-students/master-programs/master-finance,Frankfurt (Main),Sep: 15 Jun,,,0-10,Students need to attend ISM's admission test . The fees of € 45 for the admission test have been waived. As of now students can attend the admission test for free. The admission test includes a written test and interview. The written test can be written in India online via DAAD. The interview will be carried out online via skype.,,,,,,Munich,,,
ISOM4775,"BSc in International Management (Dortmund, Cologne, Stuttgart, Berlin)",10560,,"Mar, Sep",Undergraduate,12th Std. with minimum 60%. Students need to attend ISM's admission test.,,,,,,5.5,5.5,5.5,5.5,,,80,6,,,,,,Undergraduate,"Physical Sciences, Sciences",Science,36 Months,,English,,https://en.ism.de/full-degree-students/bachelor-programs/bachelor-international-management,Dortmund,"Mar: 15 Dec, Sep: 15 Jun",,,,Students have also the possibility to do an additional semester abroad in the 7th semester optionally. Students need to attend ISM's admission test . The fees of € 45 for the admission test have been waived. As of now students can attend the admission test for free.. The admission test includes a written test and interview. The written test can be written in India online via DAAD. The interview will be carried out online via skype.,,,,,,Cologne,Stuttgart,Berlin,
ISOM4775,"BSc in Finance & Management (Cologne, Berlin)",10560,,"Mar, Sep",Undergraduate,12th Std. with minimum 60%. Students need to attend ISM's admission test.,,,,,,5.5,5.5,5.5,5.5,,,80,6,,,,,,Undergraduate,"Physical Sciences, Sciences",Science,36 Months,,English,,https://en.ism.de/full-degree-students/bachelor-programs/bachelor-finance,Cologne,"Mar: 15 Dec, Sep: 15 Jun",,,,Students have also the possibility to do an additional semester abroad in the 7th semester optionally. Students need to attend ISM's admission test . The fees of € 45 for the admission test have been waived. The admission test includes a written test and interview. The written test can be written in India online via DAAD. The interview will be carried out online via skype.,,,,,,Berlin,,,
ISOM4775,"Master of Science International Logistics and Supply Chain Management (Frankfurt (Main), Hamburg)",12960,,Sep,Postgraduate,Bachelor's Degree with minimum 60%,,,,,,5.5,5.5,5.5,5.5,,,80,6,,,,,,Postgraduate,Manufacturing and Processing,Supply Chain Management,24 Months,,English,,https://en.ism.de/full-degree-students/master-programs/master-logistics,Frankfurt (Main),Sep: 15 Jun,,,0-10,Students need to attend ISM's admission test . The fees of € 45 for the admission test have been waived. As of now students can attend the admission test for free. The admission test includes a written test and interview. The written test can be written in India online via DAAD. The interview will be carried out online via skype.,,,,,,Hamburg,,,
IUAS4775,Bachelor of Arts in Aviation Management,4188,50 (Application fee is currently waived of),"Apr, Oct",Undergraduate,"13 years of previous education with minimum 60%. Student who completed only 12th std, will need to join 1 year Pathway program at IU which means students will spend total of 4 years in Germany (1 y pathway + 3 y bachelor). Proof of eligibility to study at a university in Germany.A subject-related?higher education entrance qualification. 
Depending on your chosen programme, academic level, and background, you might need to also take one of the following to make sure you are ready to study with us: 

Bachelor Entrance Examination (included in Scholarship Programme) 
Pathway Programme (for on-campus studies)",,,,,,5.5,5.5,5.5,5.5,,,80,6,,,,,56,Undergraduate,Engineering and Engineering Trades,"Aeronautical, Aerospace Engineering, Aviation Technology",36 Months,,English,,https://www.iu.org/bachelor/aviation-management/,Bad Honnef,ASAP,No,,,Application fee is waived off. IELTS/TOELF/PTE/Duolingo is a mandatory requirement.,,,95,,,,,,
IUAS4775,M.Eng. Engineering Management,7788,50 (Application fee is currently waived of),"Apr, Oct",Postgraduate,Completed undergraduate degree in Engineering or an Engineering related subject from a recognised university with minimum 60%.,,,,,,5.5,5.5,5.5,5.5,,,80,6,,,,,56,Postgraduate,Engineering and Engineering Trades,Applied Engineering,12 Months,,English,,https://www.iu.org/master/engineering-management/,Bad Honnef,ASAP,No,,0-15,Application fee is waived off. IELTS/TOELF/PTE/Duolingo is a mandatory requirement.,,,95,,,Berlin,,,
IUAS4775,MBA - Artificial Intelligence,8028,50 (Application fee is currently waived of),"Apr, Jul, Oct, Jan",Postgraduate,"3 years Bachelor's degree with minimum 60% + atleast 1 year of professional work experience (the work experience must be gained after the completion of your undergraduate studies).For MBA programmes, you will also need to have completed a second year of professional work experience before graduating.",,,,,,5.5,5.5,5.5,5.5,,,80,6,,,,,,Postgraduate,Computer Science and Information Technology,Artificial Intelligence,18 Months,,English,,https://www.iu.org/mba/artificial-intelligence/,Bad Honnef,ASAP,No,,0-15,Application fee is waived off. IELTS/TOELF/PTE/Duolingo is a mandatory requirement.,,,95,,,Berlin,,,
IUAS4775,M.A. Management - Specialisation in IT Management,7788,50 (Application fee is currently waived of),"Oct, Apr, Jul",Postgraduate,Completed degree from a public or officially recognised university/higher education institution with minimum 60%.  If applicant have a Bachelor´s degree of 3 years they can still access this Master by doing the TASC examination. One year of Work Experience required after graduation.,,,,,,5.5,5.5,5.5,5.5,,,80,6,,,,,56,Postgraduate,Arts,Arts,12 Months,,English,,https://www.iu.org/master/management-it-management/,Bad Honnef,ASAP,No,,0-15,Application fee is waived off. IELTS/TOELF/PTE/Duolingo is a mandatory requirement.,,,95,,,Berlin,,,
IUAS4775,M.A. International Management- Finance & Accounting,5988,50 (Application fee is currently waived of),"Apr, Oct",Postgraduate,Completed degree from a public or officially recognised university/higher education institution with minimum 60% in a field related to business..  ,,,,,,5.5,5.5,5.5,5.5,,,80,6,,,,,,Postgraduate,Arts,Arts,12 Months,,English,,https://www.iu.org/master/international-management-mim/,Bad Honnef,"Apr: 31st Jan, Oct: 31st Jul ",No,,0-15,Application fee is waived off. IELTS/TOELF/PTE/Duolingo is a mandatory requirement.,,,95,,,Berlin,,,
IUAS4775,M.A. International Management- International Marketing,5988,50 (Application fee is currently waived of),"Apr, Oct",Postgraduate,Completed degree from a public or officially recognised university/higher education institution with minimum 60% in a field related to business..  ,,,,,,5.5,5.5,5.5,5.5,,,80,6,,,,,,Postgraduate,Arts,Arts,24 Months,,English,,https://www.iu.org/master/international-management-mim/,Bad Honnef,"Apr: 31st Jan, Oct: 31st Jul ",No,,0-15,Application fee is waived off. IELTS/TOELF/PTE/Duolingo is a mandatory requirement.,,,95,,,Berlin,,,
