Course Code,Course Name,Tuition Fee,Application Fee,Intake,Degree,Minimum Level of Education Required,Min GPA,Min TOEFL (Reading),Min TOEFL (Writing),Min TOEFL (Listening),Min TOEFL (Speaking),Min IELTS (Reading),Min IELTS (Writing),Min IELTS (Listening),Min IELTS (Speaking),School ID,DLI#,Min TOEFL iBT,Min IELTS Overall,Min PTE (Reading),Min PTE (Writing),Min PTE (Listening),Min PTE (Speaking),Min PTE Overall,Level,Stream,Sub Stream,Duration,City,Language
,Postgraduate Diploma in Science (Chemistry),38400,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Science,Chemistry,per year,Christchurch,English
,Postgraduate Diploma in Science (Child and Family Psychology),38400,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Science,Psychology,per year,Christchurch,English
,Postgraduate Diploma in Science (Environmental Science),38400,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Science,Environmental Science,per year,Christchurch,English
,Postgraduate Diploma in Science (Mathematics),38400,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Science,Mathematics,per year,Christchurch,English
,Postgraduate Diploma in Science (Medical Physics),38400,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Science,Physics,per year,Christchurch,English
,Postgraduate Diploma in Science (Microbiology),38400,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Science,Microbiology,per year,Christchurch,English
,Postgraduate Diploma in Science (Finance),38400,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Business,Finance,per year,Christchurch,English
,Postgraduate Diploma in Science (Geography),38400,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Social Science,Geography,per year,Christchurch,English
,Postgraduate Diploma in Science (Geology),38400,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Social Science,Geology,per year,Christchurch,English
,Postgraduate Diploma in Science (Philosophy),38400,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Science,Philosophy,per year,Christchurch,English
,Postgraduate Diploma in Sport Science,38400,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Science,Sports Science,per year,Christchurch,English
,Postgraduate Diploma in Water Resource Management,38400,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Science,Resource Management,per year,Christchurch,English
,Master of Applied Data Science,27500,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,IT,Data Science,per year,Christchurch,English
,Postgraduate Diploma in Science (Physics),38400,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Science,Physics,per year,Christchurch,English
,Postgraduate Diploma in Science (Psychology),38400,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Science,Psychology,per year,Christchurch,English
,Postgraduate Diploma in Science (Statistics),38400,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Science,Statistics,per year,Christchurch,English
,Master of Applied Finance and Economics,27500,,Feb,1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Business,Finance,per year,Christchurch,English
,Master of Business Information Systems,27500,,"Feb, Aug",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Business,Business Information Systems,per year,Christchurch,English
,Master of Business Management,41250,,"Feb, Aug",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Business,Management,per year,Christchurch,English
,Master of Disaster Risk and Resilience,34600,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Social Science,Disaster Risk,per year,Christchurch,English
,Master of Engineering in Management,47150,,Feb,1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Engineering,Management,per year,Christchurch,English
,Master of Laws (International Law and Politics),35800,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Law,International Law,per year,Christchurch,English
,Master of Engineering in Transportation,42000,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Engineering,Transportation,per year,Christchurch,English
,Master of Financial Engineering,38400,,Feb,1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Engineering,Financial Engineering,per year,Christchurch,English
,Master of Financial Management,27500,,"Feb, Aug",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Engineering,Financial Management,per year,Christchurch,English
,Master of Professional Accounting,27500,,"Feb, Aug",15 Month,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Business,Professional Accounting,per year,Christchurch,English
,Master of Strategic Communication,26000,,Feb,1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Mass & Media,Communication,per year,Christchurch,English
,Master of Social Work (Applied),26000,,"Feb, Jul",2 years,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Social Science,Social Work,per year,Christchurch,English
,Master of Spatial Analysis for Public Health,38400,,Feb,1 year,,,19,20,19,19,6,6,6,6,UOCB1001,,90,6.5,58,58,58,58,59,Master's Degree,Health,Public Health,per year,Christchurch,English
,Master of Sport Science,38400,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Science,Sports Science,per year,Christchurch,English
,Master of Urban Resilience and Renewal,38400,,Feb,1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Social Science,Urban Resilience,per year,Christchurch,English
,Postgraduate Diploma in Business (Managerial Accounting),27500,,"Feb, Aug",9 Month,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Business,Accounts,per year,Christchurch,English
,Postgraduate Diploma in Business (Business Economics),27500,,"Feb, Aug",9 Month,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Business,Economics,per year,Christchurch,English
,Postgraduate Diploma in Business (Managerial Finance),27500,,"Feb, Aug",9 Month,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Business,Finance,per year,Christchurch,English
,Master of Writing,26000,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Education,Writing,per year,Christchurch,English
,Professional Master of Engineering Geology,35400,,Feb,1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Social Science,Geology,per year,Christchurch,English
,Professional Master of Geospatial Science and Technology,54900,,"Feb, Jul",1 year,,,19,20,19,19,6,6,6,6,UOCB1001,,90,6.5,58,58,58,58,59,Master's Degree,Science,Science & Technology,per year,Christchurch,English
,Postgraduate Diploma in Business (Business Research Methods),27500,,"Feb, Aug",9 Month,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Business,Research,per year,Christchurch,English
,Postgraduate Diploma in Business (Managing People and Performance),27500,,"Feb, Aug",9 Month,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Business,Management,per year,Christchurch,English
,Postgraduate Diploma in Business Administration,31500,,Feb,8 Month,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Graduate Diploma,Business,Administration,per year,Christchurch,English
,Postgraduate Diploma in Business (Business Law),27500,,"Feb, Aug",9 Month,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Business,Business Law,per year,Christchurch,English
,Postgraduate Diploma in Business (Marketing),27500,,"Feb, Aug",9 Month,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Business,Marketing,per year,Christchurch,English
,Postgraduate Diploma in Business (Leadership),27500,,"Feb, Aug",9 Month,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Business,Leadership,per year,Christchurch,English
,Postgraduate Diploma in Business Information Systems,27500,,"Aug, Feb",15 Month,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Business,Business Information Systems,per year,Christchurch,English
,Master of Arts - Art History,30700,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Arts,Arts,per year,Christchurch,English
,Master of Arts - Art Theory,30700,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Arts,Arts,per year,Christchurch,English
,Master of Arts - Child and Family Psychology,30700,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Science,Psychology,per year,Christchurch,English
,Postgraduate Diploma in Clinical Psychology,28160,,Feb,3 years,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Science,Psychology,per year,Christchurch,English
,Master of Antarctic Studies,61800,,Nov,1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Education,Studies,per year,Christchurch,English
,Master of Arts - Anthropology,30700,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Science,Anthropology,per year,Christchurch,English
,Master of Arts - Economics,30700,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Social Science,Eonomics,per year,Christchurch,English
,Master of Arts - Cultural studies,30700,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Education,Studies,per year,Christchurch,English
,Master of Audiology,38400,,Feb,2 years,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Music,Audiology,per year,Christchurch,English
,Master of Commerce - Economics,27500,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Business,Economics,per year,Christchurch,English
,Master of Commerce - Management,27500,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Business,Management,per year,Christchurch,English
,Master of Commerce - Finance,27500,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Business,Finance,per year,Christchurch,English
,Master of Commerce - Information Systems,27500,,Feb,1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Business,Business Information Systems,per year,Christchurch,English
,Master of Commerce - Accounting,27500,,Feb,1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Business,Accounts,per year,Christchurch,English
,Master of Commerce - Marketing,27500,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Business,Marketing,per year,Christchurch,English
,Master of Engineering - Chemical and Process Engineering,44000,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Engineering,Chemical Engineering,per year,Christchurch,English
,Master of Commerce - Taxation,27500,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Business,Taxation,per year,Christchurch,English
,Master of Counselling,38400,,Feb,2 years,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Education,Counselling,per year,Christchurch,English
,Master of Engineering - Bioengineering,44000,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Engineering,Bioengineering,per year,Christchurch,English
,Master of Engineering - Civil Engineering,44000,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Engineering,Civil Engineering,per year,Christchurch,English
,Master of Engineering - Software Engineering,44000,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Engineering,Software Engineering,per year,Christchurch,English
,Master of Engineering in Fire Engineering,44000,,Feb,16 Month,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Engineering,Fire Engineering,per year,Christchurch,English
,Master of Fine Arts - Film,35800,,Feb,1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Mass & Media,Film,per year,Christchurch,English
,Master of Engineering - Construction Management,44000,,Feb,1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Engineering,Construction Management,per year,Christchurch,English
,Master of Engineering - Earthquake Engineering,44000,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Engineering,Earthquake Engineering,per year,Christchurch,English
,Master of Engineering - Electrical and Electronic Engineering,44000,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Engineering,Electrical Engineering,per year,Christchurch,English
,Master of Fine Arts - Graphic Design,35800,,Feb,1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Arts,Design,per year,Christchurch,English
,Master of Laws,35800,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Law,Law,per year,Christchurch,English
,Master of Fine Arts - Painting,35800,,Feb,1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Arts,Painting,per year,Christchurch,English
,Master of Fine Arts - Photography,35800,,Feb,1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Arts,Photography,per year,Christchurch,English
,Master of Fine Arts - Sculpture,35800,,Feb,1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Arts,Sculpture,per year,Christchurch,English
,Master of Science - Astronomy,38400,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Science,Astronomy,per year,Christchurch,English
,Master of Science - Cellular and Molecular Biology,38400,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Science,Biology,per year,Christchurch,English
,Master of Science - Chemistry,38400,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Science,Chemistry,per year,Christchurch,English
,Master of Science - Computer Science,38400,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,IT,Computer Science,per year,Christchurch,English
,Master of Science - Data Science,38400,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,IT,Data Science,per year,Christchurch,English
,Master of Science - Biochemistry,38400,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Science,Biochemistry,per year,Christchurch,English
,Master of Science - Biological Sciences,38400,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Science,Biological Science,per year,Christchurch,English
,Master of Science - Biotechnology,38400,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Science,Biotechnology,per year,Christchurch,English
,Master of Science - Ecology,38400,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Social Science,Ecology,per year,Christchurch,English
,Master of Science - Microbiology,38400,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Science,Microbiology,per year,Christchurch,English
,Master of Science - Physics,38400,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Science,Physics,per year,Christchurch,English
,Master of Science - Economics,38400,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Social Science,Economics,per year,Christchurch,English
,Master of Science - Environmental Science,38400,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Science,Environmental Science,per year,Christchurch,English
,Master of Science - Finance,38400,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Business,Finance,per year,Christchurch,English
,Master of Science - Psychology,38400,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Science,Psychology,per year,Christchurch,English
,Master of Water Resource Management,38400,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Science,Management,per year,Christchurch,English
,Master of Human Interface Technology,44000,,"Feb, Jul",1.5 years,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,IT,Human Inerface Management,per year,Christchurch,English
,Master of Linguistics,26000,,Feb,1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Science,Linguistics,per year,Christchurch,English
,Master of Forestry Science,38400,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Science,Forestry Science,per year,Christchurch,English
,Bachelor of Youth and Community Leadership,28000,,"Feb, Jul",3 years,,,19,19,19,19,5.5,5.5,5.5,5.5,UOCB1001,,80,6,42,42,42,42,50,Bachelor's Degree,Business,Leadership,per year,Christchurch,English
,Postgraduate Diploma in Business (Investment Analysis and Portfolio ),27500,,"Feb, Aug",9 Month,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Business,Analysis & Portfolio,per year,Christchurch,English
,Postgraduate Diploma in Business (Advanced Management Accounting),27500,,"Feb, Aug",9 Month,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Business,Accounts,per year,Christchurch,English
,Postgraduate Diploma in Business (Advanced Financial Accounting),27500,,"Feb, Aug",9 Month,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Business,Finance,per year,Christchurch,English
,Postgraduate Diploma in Business ( Financial Management),27500,,"Feb, Aug",9 Month,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Business,Finance,per year,Christchurch,English
,Postgraduate Diploma in Business (Professional Accounting Principles,27500,,"Feb, Aug",9 Month,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Business,Accounts,per year,Christchurch,English
,Postgraduate Diploma in Business (Advanced Professional Accounting Principles),27500,,"Feb, Aug",9 Month,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Business,Accounts,per year,Christchurch,English
,Postgraduate Diploma in Business ( Taxation),27500,,"Feb, Aug",9 Month,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Business,Taxation,per year,Christchurch,English
,Postgraduate Diploma in Geospatial Science and Technology,38400,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Science,Geospatial Science,per year,Christchurch,English
,Postgraduate Diploma in Information Systems and Technology,27500,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,IT,Information Systems & Technology,per year,Christchurch,English
,Postgraduate Diploma in Business (Management),27500,,"Feb, Aug",9 Month,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Business,Management,per year,Christchurch,English
,Postgraduate Diploma in Business (Information Systems),27500,,"Feb, Aug",9 Month,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Business,Business Information Systems,per year,Christchurch,English
,Postgraduate Diploma in Business (Auditing),27500,,"Feb, Aug",9 Month,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Business,Auditing,per year,Christchurch,English
,Master of Arts -History,30700,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Arts,History,per year,Christchurch,English
,Master of Arts -Music,30700,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Arts,Music,per year,Christchurch,English
