Course Code,Course Name,Tuition Fee,Application Fee,Intake,Degree,Minimum Level of Education Required,Min GPA,Min TOEFL (Reading),Min TOEFL (Writing),Min TOEFL (Listening),Min TOEFL (Speaking),Min IELTS (Reading),Min IELTS (Writing),Min IELTS (Listening),Min IELTS (Speaking),School ID,DLI#,Min TOEFL iBT,Min IELTS Overall,
,College Certificate - Community Support Worker,"18,550.00",150,"Start: Jan 2020, Sep 2020, Jan 2021, Sep 2021",1-Year Post-Secondary Certificate,Grade 12 / High School,50.00%,,,,,5.5,5.5,5.5,5.5,227,DLI#:O18795996622,71,6,
,College Certificate - Early Learning and Child Care,"13,148.00",150,"Start: Sep 2020, Jan 2021, Sep 2021",1-Year Post-Secondary Certificate,Grade 12 / High School,50.00%,21,21,21,21,6,6,6,6,227,DLI#:O18795996622,84,6.5,
,College Certificate - Therapeutic Recreation,"15,088.00",150,"Start: Sep 2020, Sep 2021",1-Year Post-Secondary Certificate,Grade 12 / High School,50.00%,21,21,21,21,6,6,6,6,227,DLI#:O18795996622,84,6.5,
,College Diploma - Business Administration - Accounting (Optional Co-op),"16,170.00",150,"Start: Jan 2020, Sep 2020, Jan 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,,,,,5.5,5.5,5.5,5.5,227,DLI#:O18795996622,71,6,
,College Diploma - Business Administration - Finance (Optional Co-op),"16,170.00",150,"Start: Jan 2020, Sep 2020, Jan 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,,,,,5.5,5.5,5.5,5.5,227,DLI#:O18795996622,71,6,
,College Diploma - Business Administration - Human Resources Management (Optional Co-op),"16,170.00",150,"Start: Jan 2020, Sep 2020, Jan 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,,,,,5.5,5.5,5.5,5.5,227,DLI#:O18795996622,71,6,
,College Diploma - Business Administration - Management (Optional Co-op),"16,170.00",150,"Start: Jan 2020, Sep 2020, Jan 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,,,,,5.5,5.5,5.5,5.5,227,DLI#:O18795996622,71,6,
,College Diploma - Environmental Protection Technology (Optional Co-op),"12,688.00",150,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,21,21,21,21,6,6,6,6,227,DLI#:O18795996622,84,6.5,
,College Diploma - Disability Studies,"14,280.00",150,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,21,21,21,21,6,6,6,6,227,DLI#:O18795996622,84,6.5,
,Graduate Certificate - Teaching English as an Additional Language Professional,"17,415.00",150,"Start: Jan 2020, Jan 2021",Postgraduate Certificate / Master's Degree,3-Year Bachelor's Degree,60.00%,21,21,21,21,6,6,6,6,227,DLI#:O18795996622,84,6.5,
,Graduate Certificate - Health Care Leadership,"17,980.00",150,"Start: Jan 2020, Jan 2021",Postgraduate Certificate / Master's Degree,2-Year Undergraduate Diploma,60.00%,,,,,7,7,7.5,6.5,227,DLI#:O18795996622,94,7,
,Graduate Certificate - Mental Health Recovery Practitioner,"11,952.00",150,"Start: Jan 2020, Jan 2021",Postgraduate Certificate / Master's Degree,2-Year Undergraduate Diploma,60.00%,21,21,21,21,6,6,6,6,227,DLI#:O18795996622,84,6.5,
,College Diploma - Settlement Studies,"14,280.00",150,"Start: Sep 2019, Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,65.00%,21,21,21,21,6,6,6,6,227,DLI#:O18795996622,84,6.5,
,College Diploma - Justice,"12,789.00",150,"Start: Sep 2019, Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,65.00%,21,21,21,21,6,6,6,6,227,DLI#:O18795996622,84,6.5,
,Graduate Certificate - Addictions Recovery Practitioner,"15,048.00",150,"Start: Jan 2020, Jan 2021",Postgraduate Certificate / Master's Degree,2-Year Undergraduate Diploma,60.00%,21,21,21,21,6,6,6,6,227,DLI#:O18795996622,84,6.5,
,College Diploma - Business Management and Entrepreneurship,"12,950.00",100,"Start: Sep 2020, Jan 2021, Deadline: May 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,18,18,18,18,5.5,5.5,5.5,5.5,1004,DLI#:O19391275785,80,6,
,"College Diploma - Sales, Marketing and Business Development","12,950.00",100,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,18,18,18,18,5.5,5.5,5.5,5.5,1004,DLI#:O19391275785,80,6,
,College Diploma - Medical Office Administration,"12,950.00",100,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,18,18,18,18,5.5,5.5,5.5,5.5,1004,DLI#:O19391275785,80,6,
,College Diploma - Paralegal/Legal Assistant,"12,950.00",100,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,18,18,18,18,5.5,5.5,5.5,5.5,1004,DLI#:O19391275785,80,6,
,College Diploma - Travel and Hospitality,"12,950.00",100,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,18,18,18,18,5.5,5.5,5.5,5.5,1004,DLI#:O19391275785,80,6,
,College Diploma - Child and Youth Care,"18,600.00",100,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,18,18,18,18,5.5,5.5,5.5,5.5,1004,DLI#:O19391275785,80,6,
,College Diploma - Early Childhood Education/Educational Assistant,"12,950.00",100,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,18,18,18,18,5.5,5.5,5.5,5.5,1004,DLI#:O19391275785,80,6,
,College Diploma - Human Services Counselor,"18,600.00",100,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,18,18,18,18,5.5,5.5,5.5,5.5,1004,DLI#:O19391275785,80,6,
,College DIploma - Medical Laboratory Assistant,"15,750.00",100,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,18,18,18,18,5.5,5.5,5.5,5.5,1004,DLI#:O19391275785,80,6,
,College Diploma - Medical Laboratory Technology,"23,500.00",100,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,18,18,18,18,5.5,5.5,5.5,5.5,1004,DLI#:O19391275785,80,6,
,College Diploma - Practical Nurse,"19,750.00",100,"Start: Feb 2020, Sep 2020, Feb 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,65.00%,18,18,18,18,5.5,5.5,5.5,5.5,1004,DLI#:O19391275785,80,6,
,College Diploma - Primary Care Paramedic,"19,150.00",100,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,18,18,18,18,5.5,5.5,5.5,5.5,1004,DLI#:O19391275785,80,6,
,College Diploma - Web & Mobile Development,"14,250.00",100,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,18,18,18,18,5.5,5.5,5.5,5.5,1004,DLI#:O19391275785,80,6,
,College Diploma - Systems Management and Cybersecurity,"14,250.00",100,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,18,18,18,18,5.5,5.5,5.5,5.5,1004,DLI#:O19391275785,80,6,
,College Diploma - Business (2035),"14,839.00",100,"Start: Sep 2019, Jan 2020, Sep 2020, Jan 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,,,,,5.5,5.5,5.5,5.5,166,DLI#:O19395677683,79,6,
,College Diploma - Business - Accounting (2050),"14,839.00",100,"Start: Jan 2020, Sep 2020, Jan 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,,,,,5.5,5.5,5.5,5.5,166,DLI#:O19395677683,79,6,
,College Diploma - Early Childhood Education (1030),"14,839.00",100,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,,,,,5.5,5.5,5.5,5.5,166,DLI#:O19395677683,79,6,
,College Diploma - Social Service Worker (1203),"14,839.00",100,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,,,,,5.5,5.5,5.5,5.5,166,DLI#:O19395677683,79,6,
,College Diploma - Social Service Worker - Indigenous Specialization (1221),"14,839.00",100,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,,,,,5.5,5.5,5.5,5.5,166,DLI#:O19395677683,79,6,
,College Diploma - Culinary Management (Co-op) (2078),"15,181.00",100,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,,,,,5.5,5.5,5.5,5.5,166,DLI#:O19395677683,79,6,
,College Diploma - Civil Engineering Technician (Co-op) (4080),"15,181.00",100,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,,,,,5.5,5.5,5.5,5.5,166,DLI#:O19395677683,79,6,
,College Diploma - Electrical Engineering Technician - Process Automation (4026),"15,181.00",100,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,,,,,5.5,5.5,5.5,5.5,166,DLI#:O19395677683,79,6,
,College Diploma - Electrical Engineering Technician - Process Automation and Trades (4127),"15,181.00",100,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,,,,,5.5,5.5,5.5,5.5,166,DLI#:O19395677683,79,6,
,College Diploma - Mechanical Engineering Technician - Manufacturing (4039),"15,181.00",100,"Start: Jan 2020, Sep 2020, Jan 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,,,,,5.5,5.5,5.5,5.5,166,DLI#:O19395677683,79,6,
,College Diploma - Fitness and Health Promotion (3040),"15,181.00",100,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,,,,,5.5,5.5,5.5,5.5,166,DLI#:O19395677683,79,6,
,College Diploma - Occupational Therapist Assistant and Physiotherapist Assistant (3022),"15,181.00",100,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,,,,,5.5,5.5,5.5,5.5,166,DLI#:O19395677683,79,6,
,College Diploma - Practical Nursing (3024),"17,907.00",100,"Start: Sep 2019, Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,,,,,5.5,5.5,5.5,5.5,166,DLI#:O19395677683,79,6,
,College Diploma - Computer Programmer (2090),"15,181.00",100,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,,,,,5.5,5.5,5.5,5.5,166,DLI#:O19395677683,79,6,
,College Diploma - Game - Art (4008),"15,181.00",100,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,,,,,5.5,5.5,5.5,5.5,166,DLI#:O19395677683,79,6,
,"College Diploma - Protection, Security, and Investigation (1225)","14,839.00",100,"Start: Sep 2020, Jan 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,,,,,5.5,5.5,5.5,5.5,166,DLI#:O19395677683,79,6,
,College Diploma  - Digital Film Production (1097),"15,181.00",100,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,,,,,5.5,5.5,5.5,5.5,166,DLI#:O19395677683,79,6,
,Advanced College Diploma - Graphic Design - Digital Media (1094),"15,181.00",100,"Start: Sep 2020, Sep 2021",3-Year Undergraduate Advanced Diploma,Grade 12 / High School,50.00%,,,,,5.5,5.5,5.5,5.5,166,DLI#:O19395677683,79,6,
,College Diploma - Adventure Recreation and Parks Technician (Co-op) (5212),"15,464.00",100,"Start: Sep 2020, Jan 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,,,,,5.5,5.5,5.5,5.5,166,DLI#:O19395677683,79,6,
,College Diploma - Fish and Wildlife Conservation Technician (Co-op) (5214),"15,464.00",100,"Start: Sep 2020, Jan 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,,,,,5.5,5.5,5.5,5.5,166,DLI#:O19395677683,79,6,
,College Diploma - Forestry Technician - Conservation (Co-op) (5230),"15,464.00",100,"Start: Sep 2020, Jan 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,,,,,5.5,5.5,5.5,5.5,166,DLI#:O19395677683,79,6,
,College Diploma - Natural Environment Technician - Conservation and Management (Co-op) (5220),"15,464.00",100,"Start: Sep 2020, Jan 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,,,,,5.5,5.5,5.5,5.5,166,DLI#:O19395677683,79,6,
,College Diploma - Metal Fabrication Technician (4051),"15,181.00",100,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,,,,,5.5,5.5,5.5,5.5,166,DLI#:O19395677683,79,6,
,College Diploma - Motive Power Technician - Advanced Repair (4044),"15,181.00",100,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,,,,,5.5,5.5,5.5,5.5,166,DLI#:O19395677683,79,6,
,Graduate Certificate - Business Management (2102),"15,900.00",100,"Start: Jan 2020, Sep 2020, Jan 2021, Sep 2021",Postgraduate Certificate / Master's Degree,3-Year Undergraduate Advanced Diploma,50.00%,,,,,5.5,5.5,5.5,5.5,166,DLI#:O19395677683,88,6,
,Graduate Certificate - Public Relations and Event Management (2170),"15,900.00",100,"Start: Sep 2020, Jan 2021, Sep 2021",Postgraduate Certificate / Master's Degree,2-Year Undergraduate Diploma,50.00%,,,,,5.5,5.5,5.5,5.5,166,DLI#:O19395677683,88,6,
,Graduate Certificate - Geographic Information Systems - Applications Specialist (4018),"15,181.00",100,"Start: Sep 2020, Sep 2021",Postgraduate Certificate / Master's Degree,3-Year Undergraduate Advanced Diploma,50.00%,,,,,5.5,5.5,5.5,5.5,166,DLI#:O19395677683,88,6,
,Graduate Certificate - Natural Resources/Environmental Law - Inspection and Enforcement (5006),"15,900.00",100,"Start: Sep 2020, Sep 2021",Postgraduate Certificate / Master's Degree,2-Year Undergraduate Diploma,50.00%,,,,,5.5,5.5,5.5,5.5,166,DLI#:O19395677683,88,6,
,Advanced Diploma - Child and Youth Care (1065),"14,839.00",100,"Start: Sep 2020, Sep 2021",3-Year Undergraduate Advanced Diploma,Grade 12 / High School,50.00%,,,,,5.5,5.5,5.5,5.5,166,DLI#:O19395677683,79,6,
,Advanced Diploma - Natural Environment Technologist - Conservation and Management (Co-op) (5221),"15,464.00",100,"Start: Sep 2020, Sep 2021",3-Year Undergraduate Advanced Diploma,Grade 12 / High School,50.00%,,,,,5.5,5.5,5.5,5.5,166,DLI#:O19395677683,79,6,
,Graduate Certificate - Robotics and Advanced Automation (4068),"15,900.00",100,"Start: Sep 2020, Sep 2021",Postgraduate Certificate / Master's Degree,2-Year Undergraduate Diploma,50.00%,,,,,5.5,5.5,5.5,5.5,166,DLI#:O19395677683,88,6,
,College Certificate - Aircraft Structural Repair Technician (4067),"15,181.00",100,"Start: Sep 2020, Sep 2021",1-Year Post-Secondary Certificate,Grade 12 / High School,50.00%,,,,,5.5,5.5,5.5,5.5,166,DLI#:O19395677683,79,6,
,College Diploma - Office Administration - Executive (2086),"22,397.00",100,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,,,,,5.5,5.5,5.5,5.5,166,DLI#:O19395677683,79,6,
,College Certificate - Culinary Skills - Chef Training (1071),"15,181.00",100,"Start: Sep 2020, Sep 2021",1-Year Post-Secondary Certificate,Grade 12 / High School,50.00%,,,,,5.5,5.5,5.5,5.5,166,DLI#:O19395677683,79,6,
,College Certificate - General Arts and Science - Kitchen Assistant (1075),"14,839.00",100,"Start: Sep 2020, Sep 2021",1-Year Post-Secondary Certificate,Grade 12 / High School,50.00%,,,,,5.5,5.5,5.5,5.5,166,DLI#:O19395677683,79,6,
,College Certificate - Construction Techniques (4098),"15,181.00",100,"Start: Sep 2020, Sep 2021",1-Year Post-Secondary Certificate,Grade 12 / High School,50.00%,,,,,5.5,5.5,5.5,5.5,166,DLI#:O19395677683,79,6,
,College Certificate - Mechanical Techniques - Industrial Maintenance (5082),"15,181.00",100,"Start: Sep 2020, Sep 2021",1-Year Post-Secondary Certificate,Grade 12 / High School,50.00%,,,,,5.5,5.5,5.5,5.5,166,DLI#:O19395677683,79,6,
,College Certificate - Mechanical Techniques - Machine Shop (4040),"15,181.00",100,"Start: Sep 2020, Sep 2021",1-Year Post-Secondary Certificate,Grade 12 / High School,50.00%,,,,,5.5,5.5,5.5,5.5,166,DLI#:O19395677683,79,6,
,College Certificate - Motive Power Fundamentals - Automotive Repair (4041),"15,181.00",100,"Start: Sep 2020, Sep 2021",1-Year Post-Secondary Certificate,Grade 12 / High School,50.00%,,,,,5.5,5.5,5.5,5.5,166,DLI#:O19395677683,79,6,
,College Certificate - Motive Power Fundamentals - Heavy Equipment and Truck Repair (5085),"15,181.00",100,"Start: Sep 2020, Sep 2021",1-Year Post-Secondary Certificate,Grade 12 / High School,50.00%,,,,,5.5,5.5,5.5,5.5,166,DLI#:O19395677683,79,6,
,College Certificate - Pre-Trades and Technology (4005),"15,181.00",100,"Start: Sep 2020, Sep 2021",1-Year Post-Secondary Certificate,Grade 12 / High School,50.00%,,,,,5.5,5.5,5.5,5.5,166,DLI#:O19395677683,79,6,
,College Certificate - Welding Techniques (4053),"15,181.00",100,"Start: Sep 2020, Sep 2021",1-Year Post-Secondary Certificate,Grade 12 / High School,50.00%,,,,,5.5,5.5,5.5,5.5,166,DLI#:O19395677683,79,6,
,College Certificate - General Arts and Science - One-Year (1105),"14,839.00",100,"Start: Jan 2020, Sep 2020, Jan 2021, Sep 2021",1-Year Post-Secondary Certificate,Grade 12 / High School,50.00%,,,,,5.5,5.5,5.5,5.5,166,DLI#:O19395677683,79,6,
,College Certificate - Personal Support Worker (3027),"15,181.00",100,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",1-Year Post-Secondary Certificate,Grade 12 / High School,50.00%,,,,,5.5,5.5,5.5,5.5,166,DLI#:O19395677683,79,6,
,College Certificate - Pre-Health Sciences - Pathway to Certificates and Diplomas (3060),"14,839.00",100,"Start: Sep 2020, Sep 2021",1-Year Post-Secondary Certificate,Grade 12 / High School,50.00%,,,,,5.5,5.5,5.5,5.5,166,DLI#:O19395677683,79,6,
,College Certificate - Pre-Health Sciences - Pathways to Advanced Diplomas and Degrees (3065),"14,839.00",100,"Start: Sep 2020, Jan 2021, Sep 2021",1-Year Post-Secondary Certificate,Grade 12 / High School,50.00%,,,,,5.5,5.5,5.5,5.5,166,DLI#:O19395677683,79,6,
,College Diploma - General Arts and Science - University Transfer (1115),"14,839.00",100,"Start: Sep 2020, Jan 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,,,,,5.5,5.5,5.5,5.5,166,DLI#:O19395677683,79,6,
,Graduate Certificate - Project Management (2176),"15,900.00",100,"Start: Sep 2019, Jan 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",Postgraduate Certificate / Master's Degree,2-Year Undergraduate Diploma,50.00%,,,,,5.5,5.5,5.5,5.5,166,DLI#:O19395677683,88,6,
,Graduate Certificate - Health Care Administration (2186),"15,900.00",100,"Start: Sep 2020, Jan 2021, Sep 2021",Postgraduate Certificate / Master's Degree,2-Year Undergraduate Diploma,50.00%,,,,,5.5,5.5,5.5,5.5,166,DLI#:O19395677683,88,6,
,Graduate Certificate - Mobile Applications Design (2190),"15,900.00",100,"Start: Sep 2020, Sep 2021",Postgraduate Certificate / Master's Degree,2-Year Undergraduate Diploma,50.00%,,,,,5.5,5.5,5.5,5.5,166,DLI#:O19395677683,88,6,
,Graduate Certificate - Network Architecture and Security Analytics (2195),"15,900.00",100,"Start: Sep 2020, Sep 2021",Postgraduate Certificate / Master's Degree,3-Year Undergraduate Advanced Diploma,50.00%,,,,,5.5,5.5,5.5,5.5,166,DLI#:O19395677683,88,6,
,Graduate Certificate - Supply Chain Management (2180),"15,900.00",100,"Start: Sep 2019, Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",Postgraduate Certificate / Master's Degree,2-Year Undergraduate Diploma,50.00%,,,,,5.5,5.5,5.5,5.5,166,DLI#:O19395677683,88,6,
,Graduate Certificate - Hospitality Management (1076),"15,900.00",100,"Start: Jan 2020, Sep 2020, Jan 2021, Sep 2021",Postgraduate Certificate / Master's Degree,2-Year Undergraduate Diploma,50.00%,,,,,5.5,5.5,5.5,5.5,166,DLI#:O19395677683,88,6,
,Graduate Diploma - Global Business Management (2106),"15,900.00",100,"Start: May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",Postgraduate Certificate / Master's Degree,2-Year Undergraduate Diploma,50.00%,,,,,5.5,5.5,5.5,5.5,166,DLI#:O19395677683,88,6,
,Graduate Certificate - Health Informatics (2197),"15,900.00",100,"Start: Jan 2020, Sep 2020, Jan 2021, Sep 2021",Postgraduate Certificate / Master's Degree,2-Year Undergraduate Diploma,50.00%,,,,,5.5,5.5,5.5,5.5,166,DLI#:O19395677683,88,6,
,College Certificate - Agricultural Equipment Technician,"17,848.00",150,"Start: Aug 2020, Aug 2021",1-Year Post-Secondary Certificate,Grade 10,50.00%,19,19,19,19,5,5,5,5,246,DLI#:O19425521849,81,6.5,
,College Certificate - Continuing Care Assistant,"13,386.00",150,"Start: Sep 2020, Sep 2021",1-Year Post-Secondary Certificate,Grade 12 / High School,50.00%,19,19,19,19,5,5,5,5,246,DLI#:O19425521849,81,6.5,
,College Certificate - Disability Support Worker,"15,121.00",150,"Start: Sep 2019, Sep 2020, Sep 2021",1-Year Post-Secondary Certificate,Grade 12 / High School,50.00%,19,19,19,19,5,5,5,5,246,DLI#:O19425521849,81,6.5,
,College Certificate - Early Childhood Education,"15,121.00",150,"Start: Sep 2020, Sep 2021",1-Year Post-Secondary Certificate,Grade 12 / High School,50.00%,19,19,19,19,5,5,5,5,246,DLI#:O19425521849,81,6.5,
